C0000744	abetalipoproteinemia
C1619700	renal adysplasia
C1619711	gastrointestinal telangiectasia
C1621895	adrenal hyperplasia
C1621920	intermediate maple syrup urine disease
C1621958	glioblastoma multiforme
C1622345	meretoja syndrome
C1623209	okihiro syndrome
C1631597	ventricular tachycardia, catecholaminergic polymorphic, 1 (disorder)
C1636149	macular dystrophy, corneal type 1
C1641846	groenouw corneal dystrophy type i (disorder)
C1656427	early onset schizophrenia
C1690006	lattice corneal dystrophy type i
C1691215	penile hypospadias
C1695776	vertebral wedging
C1696466	hepatic calcification
C1697450	prominent epicanthal folds
C1697453	spontaneous haematoma
C1704214	lipogranuloma
C1704317	leukokeratosis
C1704375	hypophosphatemic rickets
C1704380	distal renal tubular acidosis
C1704417	hyperlipoproteinemia type iib
C1704423	milroy disease
C1704429	hypoalphalipoproteinemia, familial
C1704981	hyperparathyroidism-jaw tumor syndrome
C1706004	anhydrotic ectodermal dysplasias
C1706595	pachyonychia congenita, jadassohn lewandowsky type
C1707291	nut midline carcinoma
C1708349	hereditary diffuse gastric cancer
C1708350	hereditary leiomyomatosis and renal cell cancer
C1708371	histiocytoid cardiomyopathy
C1708604	keratocystic odontogenic tumor
C1719788	episodic ataxia type 1
C1720189	episodic ataxia
C1720416	episodic ataxia type 2 (disorder)
C1720771	testicular hydrocele
C1720779	apolipoprotein c-ii deficiency (disorder)
C1720821	membranoproliferative glomerulonephritis, type iii
C1720859	familial partial lipodystrophy, type 1
C1720860	familial partial lipodystrophy, type 2
C1720861	familial partial lipodystrophy, type 3
C1720862	congenital generalized lipodystrophy type 1
C1720863	congenital generalized lipodystrophy type 2
C1720864	sulfatidosis, juvenile, austin type
C1720956	hyper-igm immunodeficiency syndrome, type 2
C1720957	hyper-igm immunodeficiency syndrome, type 3
C1720958	hyper-igm immunodeficiency syndrome, type 5
C1721006	keratoderma, palmoplantar, epidermolytic
C1721007	pachyonychia congenita, type 2 (disorder)
C1735591	vacterl association
C1739384	angel shaped phalangoepiphyseal dysplasia
C1744559	congenital ectodermal dysplasia of face
C1785148	rapp-hodgkin syndrome
C1800706	idiopathic pulmonary fibrosis
C1801950	opitz-g syndrome, type 2
C1802395	congenital muscular hypertrophy-cerebral syndrome
C1809471	familial benign hypercalcemia
C1824925	deafness, autosomal recessive 70
C1829703	carnitine palmitoyl transferase 1a deficiency
C1832099	wilms tumor and radial bilateral aplasia
C1832162	hypotrichosis, congenital, with juvenile macular dystrophy
C1832167	ectopia lentis, spontaneous filtering blebs, and craniofacial dysmorphism
C1832174	doyne honeycomb retinal dystrophy
C1832187	deafness, autosomal dominant 12
C1832215	athabaskan brainstem dysgenesis
C1832216	bosley-salih-alorainy syndrome
C1832243	cardiomyopathy, dilated, 1d (disorder)
C1832244	cardiomyopathy, dilated, 1c (disorder)
C1832274	charcot-marie-tooth disease, type 2d
C1832322	severe combined immunodeficiency, autosomal recessive, t cell-negative, b cell-negative, nk cell-positive
C1832334	charcot-marie-tooth disease, type 4d
C1832342	talipes cavus equinovarus
C1832370	myopathy, myofibrillar, desmin-related
C1832378	retinitis pigmentosa 18
C1832386	diabetes mellitus, transient neonatal, 1
C1832388	platelet disorder, familial, with associated myeloid malignancy
C1832390	van maldergem wetzburger verloes syndrome
C1832394	deafness, autosomal recessive 12
C1832399	charcot-marie-tooth disease, type 4b1
C1832409	crisponi syndrome
C1832425	deafness, autosomal dominant 9
C1832466	capos syndrome
C1832475	deafness, autosomal dominant 11
C1832476	deafness, autosomal dominant 10
C1832525	limb-girdle muscular dystrophy type 2f
C1832550	lamellar ichthyosis, type 2
C1832567	muscular dystrophy, limb-girdle, type 1c
C1832585	cerebellar ataxia, cayman type
C1832587	polyposis syndrome, hereditary mixed, 1
C1832588	chromosome 11p11.2 deletion syndrome
C1832594	verloes bourguignon syndrome
C1832600	naxos disease
C1832615	hyperparathyroidism, neonatal severe
C1832648	hypoparathyroidism familial isolated
C1832661	anophthalmia and pulmonary hypoplasia
C1832669	spastic paraplegia 9, autosomal dominant (disorder)
C1832680	cardiomyopathy, dilated, 1e
C1832702	brachydactyly, type a2
C1832708	multiple synostoses syndrome 2
C1832736	congenital disorder of glycosylation, type id
C1832812	cataracts, congenital, with sensorineural deafness, down syndrome-like facial appearance, short stature, and mental retardation
C1832827	deafness, childhood-onset neurosensory, autosomal recessive 8
C1832828	deafness, autosomal recessive 9
C1832841	epilepsy, familial adult myoclonic, 1
C1832845	usher syndrome, type id
C1832855	choreoathetosis/spasticity, episodic
C1832884	hemiplegic migraine, familial type 1
C1832916	timothy syndrome
C1832918	brody myopathy
C1832931	arrhythmogenic right ventricular dysplasia, familial, 2
C1832942	juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome (disorder)
C1832976	cone-rod dystrophy 5
C1832978	deafness, autosomal recessive 7
C1832992	deafness, autosomal recessive 6
C1832998	epiphyseal dysplasia, multiple, 3
C1833021	deafness, autosomal dominant 6
C1833030	palmoplantar keratoderma, nonepidermolytic
C1833053	proprotein convertase 1 3 deficiency
C1833104	diabetes mellitus, permanent neonatal
C1833118	cataract, pulverulent
C1833136	marden walker like syndrome
C1833213	hyperferritinemia, hereditary, with congenital cataracts
C1833219	charcot-marie-tooth disease, axonal, type 2b (disorder)
C1833236	cardiomyopathy, familial hypertrophic, 6 (disorder)
C1833245	retinitis pigmentosa 17
C1833247	schizophrenia 4 (disorder)
C1833275	severe combined immunodeficiency, autosomal recessive, t cell-negative, b cell-positive, nk cell-negative
C1833296	frontotemporal dementia, chromosome 3-linked
C1833308	neuronopathy, distal hereditary motor, type v
C1833340	synostotic posterior plagiocephaly
C1833372	hypocalciuric hypercalcemia, familial, type iii
C1833382	maturity-onset diabetes of the young, type iv (disorder)
C1833429	d-2-hydroxyglutaric aciduria
C1833477	colorectal cancer, hereditary nonpolyposis, type 5
C1833486	microtia-anotia
C1833487	varicella, severe recurrent
C1833503	deafness, autosomal dominant 4
C1833508	carnitine palmitoyltransferase ii deficiency, late-onset
C1833511	carnitine palmitoyltransferase ii deficiency, infantile
C1833518	carnitine palmitoyltransferase ii deficiency, lethal neonatal
C1833541	caroli disease isolated
C1833661	paroxysmal extreme pain disorder
C1833662	inclusion body myopathy with early-onset paget disease and frontotemporal dementia
C1833683	nephrolithiasis, calcium oxalate
C1833693	otodental dysplasia
C1833736	osteogenesis imperfecta, levin type
C1833797	optic nerve hypoplasia, bilateral
C1833809	optic atrophy and cataract, autosomal dominant
C1833921	familial medullary thyroid carcinoma
C1834015	ptosis, progressive
C1834144	sick sinus syndrome 2, autosomal dominant
C1834207	ceroid lipofuscinosis, neuronal, parry type
C1834235	neurofibromatosis, familial spinal
C1834236	spinal nerve root neurofibromas, symmetric, multiple
C1834304	amyotrophy, hereditary neuralgic
C1834329	retinitis pigmentosa 27
C1834336	nemaline myopathy 3
C1834372	narcolepsy 1
C1834386	hypoplasia of first ribs
C1834405	nail dysplasia
C1834421	myxoid subcutaneous tumors
C1834460	cardiomyopathy, familial hypertrophic, 10
C1834478	macrothrombocytopenia and progressive sensorineural deafness
C1834481	cardiomyopathy, dilated, 1s
C1834523	arthrogryposis, distal, type 2b
C1834558	myopathy, centronuclear, autosomal dominant
C1834569	jankovic rivera syndrome
C1834570	myoclonic dystonia
C1834582	myeloproliferative syndrome, transient
C1834653	muscular dystrophy, limb-girdle, type 1b (disorder)
C1834659	muscular dystrophy, limb-girdle, type 1a
C1834671	facioscapulohumeral muscular dystrophy 1b
C1834674	bethlem myopathy
C1834690	spinal muscular atrophy, childhood, proximal, autosomal dominant
C1834692	neuronopathy, distal hereditary motor, type iia
C1834728	malignant genitourinary tract tumors
C1834737	soft tissue syndactyly of toes
C1834818	mitral regurgitation, conductive deafness, and fusion of cervical vertebrae and of carpal and tarsal bones
C1834846	progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant, 1
C1834877	holoprosencephaly 2 (disorder)
C1834931	cystic renal dysplasia
C1835042	melanoma astrocytoma syndrome
C1835044	melanoma, cutaneous malignant, 2
C1835047	melanoma, cutaneous malignant, 1
C1835121	premature osteoarthritis
C1835171	hypomagnesemia 2, renal
C1835265	lymphedema, microcephaly and chorioretinopathy syndrome
C1835398	li-fraumeni syndrome 1
C1835407	hepatitis c virus, susceptibility to
C1835437	platyspondylic lethal skeletal dysplasia, torrance type
C1835492	tooth agenesis, selective, 4 (disorder)
C1835614	hereditary hyperexplexia
C1835662	keratosis palmoplantaris papulosa
C1835664	tylosis with esophageal cancer
C1835672	palmoplantar keratoderma with deafness
C1835677	keratoconus 1
C1835698	keratitis, hereditary
C1835813	pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency
C1835819	pituitary anomalies with holoprosencephaly-like features (disorder)
C1835820	holoprosencephaly 7
C1835829	immunodeficiency due to defect in mapbp-interacting protein
C1835845	mitochondrial phosphate carrier deficiency
C1835849	congenital disorder of glycosylation, type im
C1835851	ichthyosis with hypotrichosis, autosomal recessive
C1835854	deafness, autosomal recessive 68
C1835865	cone-rod dystrophy 11
C1835875	normocytic hypoplastic anemia
C1835887	diabetes mellitus, transient neonatal, 2 (disorder)
C1835888	diarrhea 4, malabsorptive, congenital
C1835895	retinitis pigmentosa 33 (disorder)
C1835896	spastic paraplegia 30, autosomal recessive (disorder)
C1835897	retinal cone dystrophy 3b
C1835905	epilepsy, nocturnal frontal lobe, type 4
C1835912	aicardi-goutieres syndrome 4
C1835916	aicardi-goutieres syndrome 3
C1835922	aminoacylase 1 deficiency
C1835928	cardiomyopathy, dilated, 1p
C1835931	alpha/beta t-cell lymphopenia with gamma/delta t-cell expansion, severe cytomegalovirus infection, and autoimmunity
C1835933	glaucoma 1, open angle, g
C1835934	glomerulocystic kidney disease with hyperuricemia and isosthenuria
C1836006	nanophthalmos 2 (disorder)
C1836010	spastic paraplegia, optic atrophy, and neuropathy
C1836027	deafness, autosomal recessive 23
C1836032	immunoglobulin a deficiency 2
C1836033	cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome
C1836050	filaminopathy, autosomal dominant
C1836076	amyotrophic lateral sclerosis, chmp2b-related
C1836080	stickler syndrome, type i, nonsyndromic ocular
C1836122	sarcoidosis, early-onset
C1836123	goldberg-shprintzen megacolon syndrome
C1836155	myopathy, myofibrillar, zasp-related
C1836173	generalized epilepsy and paroxysmal dyskinesia
C1836199	deafness, autosomal recessive 48
C1836206	syndactyly, mesoaxial synostotic, with phalangeal reduction
C1836255	preeclampsia eclampsia 4
C1836284	epidermolysis bullosa simplex with migratory circinate erythema
C1836295	spastic paraplegia 28, autosomal recessive (disorder)
C1836327	rhabdoid tumor predisposition syndrome 1 (disorder)
C1836330	erythrokeratodermia variabilis 3 (disorder)
C1836336	charcot-marie-tooth disease, type 4h
C1836373	muscular dystrophy, limb-girdle, type 2k
C1836383	spinocerebellar ataxia 27
C1836395	spinocerebellar ataxia 26
C1836439	progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant, 3
C1836447	nemaline myopathy 4
C1836448	nemaline myopathy 1
C1836451	muscle atrophy, lower limb, distal
C1836460	progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant, 2
C1836472	nemaline myopathy 6
C1836474	spinocerebellar ataxia, autosomal recessive 7
C1836482	li-fraumeni syndrome 2
C1836485	charcot-marie-tooth disease, axonal, type 2a2 (disorder)
C1836522	schindler disease, type ii
C1836544	schindler disease, type i
C1836573	griscelli syndrome, type 3
C1836602	bruck syndrome 2
C1836632	spastic paraplegia 26, autosomal recessive (disorder)
C1836635	loeys-dietz aortic aneurysm syndrome
C1836669	congenital disorder of glycosylation, type if
C1836672	total hypotrichosis, mari type
C1836683	czech dysplasia, metatarsal type
C1836694	striatal degeneration, autosomal dominant
C1836705	pseudohyperkalemia, familial, 2, due to red cell leak
C1836706	hyperthyroidism, nonautoimmune
C1836727	peripheral demyelinating neuropathy, central dysmyelination, waardenburg syndrome, and hirschsprung disease
C1836765	limb-girdle muscular dystrophy, type 1g (disorder)
C1836780	pancreatic and cerebellar agenesis
C1836797	combined oxidative phosphorylation deficiency 1
C1836823	nephropathy with pretibial epidermolysis bullosa and deafness
C1836824	amish infantile epilepsy syndrome
C1836830	developmental regression
C1836860	fanconi anemia, complementation group j
C1836861	fanconi anemia, complementation group i
C1836876	pierson syndrome
C1836892	melanoma, cutaneous malignant, susceptibility to, 3
C1836899	spastic paraplegia 27, autosomal recessive (disorder)
C1836906	arrhythmogenic right ventricular dysplasia, familial, 9
C1836916	posterior column ataxia with retinitis pigmentosa
C1837007	deafness, autosomal recessive 36, with or without vestibular involvement
C1837008	premature ovarian failure 3 (disorder)
C1837014	atrial fibrillation, familial, 3
C1837015	ataxia, sensory, autosomal dominant
C1837026	meacham syndrome (disorder)
C1837028	severe combined immunodeficiency, autosomal recessive, t cell negative, b cell positive, nk cell positive
C1837029	macular dystrophy, butterfly-shaped pigmentary, 2
C1837065	cd8 deficiency, familial
C1837073	spondylometaphyseal dysplasia with cone-rod dystrophy
C1837091	myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency
C1837148	myopia 6 (disorder)
C1837206	cryohydrocytosis, stomatin-deficient, with mental retardation, seizures, cataracts, and massive hepatosplenomegaly
C1837210	orofacial cleft 5
C1837213	orofacial cleft 6, susceptibility to
C1837229	muscular dystrophy, congenital, type 1d
C1837245	carney complex variant
C1837249	malformations of cortical development, group ii
C1837251	basal ganglia cysts
C1837273	long-chain dicarboxylic aciduria
C1837315	colorectal cancer, susceptibility to, 1
C1837317	alpha-b crystallinopathy
C1837341	transposition of the great arteries, dextro-looped 1
C1837342	muscular dystrophy, limb-girdle, type 2j
C1837355	leukodystrophy, hypomyelinating, 2
C1837371	sudden infant death with dysgenesis of the testes syndrome
C1837396	congenital disorder of glycosylation, type ie
C1837429	pyruvate dehydrogenase phosphatase deficiency
C1837454	spinocerebellar ataxia 8
C1837471	cardiomyopathy, familial hypertrophic, 8
C1837475	insulin-like growth factor i deficiency
C1837481	spondyloepimetaphyseal dysplasia, matrilin-3 related
C1837482	thoracic hypoplasia
C1837518	spinocerebellar ataxia 25
C1837530	aicar transformylase inosine monophosphate cyclohydrolase deficiency
C1837541	spinocerebellar ataxia 20
C1837552	charcot-marie-tooth disease, axonal, type 2l (disorder)
C1837610	ichthyosis prematurity syndrome
C1837618	ciliary dyskinesia, primary, 3
C1837657	spondyloepiphyseal dysplasia, omani type
C1837658	gross motor development delay
