Keywords	Num genes
essential thrombocythemia	1
essential tremor	2
estrogen excess	2
estrogen-receptor negative breast cancer	0
estrogen-receptor positive breast cancer	0
ethmoid sinus adenocarcinoma	0
ethmoid sinus adenoid cystic carcinoma	0
ethmoid sinus ectopic meningioma	0
ethmoid sinus inverted papilloma	0
ethmoid sinus schneiderian papilloma	0
ethmoid sinus squamous cell carcinoma	0
ethylmalonic encephalopathy	1
eumycotic mycetoma	0
eunuchism	0
euthyroid sick syndrome	0
evans\' syndrome	0
eversion of lacrimal punctum	0
exanthema subitum	0
exfoliation syndrome	1
exhibitionism	0
exocervical carcinoma	0
exocrine pancreatic insufficiency	2
exophthalmic ophthalmoplegia	0
exophthalmos	5
exposure keratitis	0
expressive language disorder	0
external auditory meatus lipoma	0
external ear basal cell carcinoma	0
external ear squamous cell carcinoma	0
external pathological resorption	0
extra-adrenal pheochromocytoma	0
extracutaneous mastocytoma	0
extragonadal germ cell cancer	0
extragonadal nonseminomatous germ cell tumor	0
extragonadal seminoma	0
extrahepatic bile duct cystadenoma	0
extrahepatic bile duct leiomyoma	0
extrahepatic bile duct leiomyosarcoma	0
extrahepatic bile duct lipoma	0
extrahepatic bile duct papillary adenoma	0
extrahepatic bile duct small cell adenocarcinoma	0
extrahepatic biliary papillomatosis	0
extrahepatic cholestasis	0
extramedullary plasmacytoma	0
extraosseous ewings sarcoma-primitive neuroepithelial tumor	0
extrapyramidal and movement disease	0
extraskeletal chondroma	0
extraskeletal mesenchymal chondrosarcoma	0
extraskeletal myxoid chondrosarcoma	0
extratemporal epilepsy	0
exudative glomerulonephritis	0
exudative vitreoretinopathy 7	0
eye carcinoma	0
eye carcinoma in situ	0
eyelid carcinoma	0
eyelid degenerative disease	0
eyelid neoplasm	0
fabry disease	1
facial dermatosis	0
facial hemiatrophy	0
facial nerve neoplasm	0
facial neuralgia	0
facioscapulohumeral muscular dystrophy	2
factor v deficiency	1
factor vii deficiency	1
factor viii deficiency	0
factor x deficiency	2
factor xi deficiency	1
factor xii deficiency	1
factor xiii deficiency	0
fallopian tube adenofibroma	0
fallopian tube adenomatoid tumor	0
fallopian tube adenosarcoma	0
fallopian tube cancer	0
fallopian tube carcinosarcoma	0
fallopian tube clear cell adenocarcinoma	0
fallopian tube cystadenofibroma	0
fallopian tube endometrioid adenocarcinoma	0
fallopian tube endometriosis	0
fallopian tube gestational choriocarcinoma	0
fallopian tube leiomyoma	0
fallopian tube leiomyosarcoma	0
fallopian tube mucinous adenocarcinoma	0
fallopian tube mucinous tumor	0
fallopian tube papillary adenocarcinoma	0
fallopian tube serous adenocarcinoma	0
fallopian tube serous papilloma	0
fallopian tube squamous cell carcinoma	0
fallopian tube teratoma	0
fallopian tube transitional cell carcinoma	0
familial adenomatous polyposis	3
familial atrial fibrillation	11
familial chronic myelocytic leukemia-like syndrome	0
familial cold autoinflammatory syndrome 1	0
familial cold autoinflammatory syndrome 2	1
familial cold autoinflammatory syndrome 3	1
familial cold autoinflammatory syndrome 4	0
familial combined hyperlipidemia	1
familial encephalopathy with neuroserpin inclusion bodies	1
familial erythrocytosis 1	0
familial erythrocytosis 5	0
familial glomangioma	0
familial hemiplegic migraine	4
familial hemophagocytic lymphohistiocytosis 1	0
familial hemophagocytic lymphohistiocytosis 2	0
familial hemophagocytic lymphohistiocytosis 3	0
familial hemophagocytic lymphohistiocytosis 4	0
familial hemophagocytic lymphohistiocytosis 5	0
familial hyperinsulinemic hypoglycemia 1	0
familial hyperinsulinemic hypoglycemia 2	0
familial hyperinsulinemic hypoglycemia 3	0
familial hyperinsulinemic hypoglycemia 4	0
familial hyperinsulinemic hypoglycemia 5	0
familial hyperinsulinemic hypoglycemia 6	0
familial hyperinsulinemic hypoglycemia 7	0
familial hypertrophic cardiomyopathy	22
familial hypobetalipoproteinemia 1	0
familial hypobetalipoproteinemia 2	0
familial hypocalciuric hypercalcemia	1
familial hypocalciuric hypercalcemia 1	0
familial hypocalciuric hypercalcemia 2	0
familial hypocalciuric hypercalcemia 3	0
familial isolated deficiency of vitamin e	0
familial juvenile hyperuricemic nephropathy	2
familial lipoprotein lipase deficiency	0
familial mediterranean fever	1
familial medullary thyroid carcinoma	0
familial melanoma	0
familial meningioma	0
familial partial lipodystrophy type 1	0
familial partial lipodystrophy type 2	2
familial partial lipodystrophy type 3	1
familial partial lipodystrophy type 4	1
familial partial lipodystrophy type 5	0
familial partial lipodystrophy type 6	0
familial renal oncocytoma	0
familial renal papillary carcinoma	0
familial retinoblastoma	0
familial temporal lobe epilepsy 1	0
familial temporal lobe epilepsy 2	0
familial temporal lobe epilepsy 3	0
familial temporal lobe epilepsy 4	0
familial temporal lobe epilepsy 5	0
familial temporal lobe epilepsy 6	0
familial temporal lobe epilepsy 7	0
familial temporal lobe epilepsy 8	0
familial visceral amyloidosis	0
familiar fallopian tube carcinoma	0
familiar ovarian carcinoma	0
fanconi anemia	31
fanconi anemia complementation group a	1
fanconi anemia complementation group b	1
fanconi anemia complementation group c	1
fanconi anemia complementation group d1	1
fanconi anemia complementation group d2	1
fanconi anemia complementation group e	1
fanconi anemia complementation group f	1
fanconi anemia complementation group g	1
fanconi anemia complementation group i	1
fanconi anemia complementation group j	2
fanconi anemia complementation group l	1
fanconi anemia complementation group n	1
fanconi anemia complementation group o	1
fanconi anemia complementation group p	1
fanconi anemia complementation group q	0
fanconi anemia complementation group r	0
fanconi anemia complementation group t	0
fanconi anemia complementation group u	0
fanconi anemia complementation group v	0
fanconi syndrome	1
fanconi-like syndrome	0
far eastern spotted fever	0
farber lipogranulomatosis	1
farmer\'s lung	0
fascioliasis	0
fascioloidiasis	0
fasciolopsiasis	0
fat necrosis of breast	0
fatal familial insomnia	1
fatal infantile encephalocardiomyopathy	0
fatal infantile hypertonic myofibrillar myopathy	0
favism	1
feingold syndrome	2
felty\'s syndrome	0
female breast axillary tail cancer	0
female breast carcinoma	0
female breast central part cancer	0
female breast lower-inner quadrant cancer	0
female breast lower-outer quadrant cancer	0
female breast nipple and areola cancer	0
female breast upper-inner quadrant cancer	0
female breast upper-outer quadrant cancer	0
female infertility of uterine origin	0
female stress incontinence	0
femoral cancer	0
femoral neuropathy	0
femoral vein thrombophlebitis	0
ferguson-smith tumor	0
fetal adenoma	0
fetal alcohol syndrome	0
fetal erythroblastosis	0
fetal nicotine spectrum disorder	0
fetal valproate syndrome	0
fg syndrome	4
fibrillary astrocytoma	0
fibroblastic liposarcoma	0
fibrochondrogenesis	2
fibrodysplasia ossificans progressiva	1
fibroepithelial basal cell carcinoma	0
fibroepithelial polyp of the anus	0
fibroepithelial polyp of urethra	0
fibrogenesis imperfecta ossium	0
fibroma	2
fibroosseous pseudotumor of digits	0
fibrosarcoma of bone	0
fibrosarcomatous osteosarcoma	0
fibrosclerosis of breast	0
fibrous dysplasia	1
fibrous histiocytoma	6
fibrous meningioma	0
fibrous synovial sarcoma	0
fibular collateral ligament bursitis	0
fibular hypoplasia and complex brachydactyly	1
fiedler\'s myocarditis	0
filamentary keratitis	0
filarial elephantiasis	0
finger agnosia	0
finnish type amyloidosis	0
first-degree atrioventricular block	0
fissured tongue	0
flat ductal epithelial atypia	0
flat retinoschisis	0
fleck corneal dystrophy	0
flinders island spotted fever	0
flying phobia	0
focal dermal hypoplasia	1
focal embolic glomerulonephritis	0
focal epithelial hyperplasia	0
focal hand dystonia	0
focal labyrinthitis	0
focal segmental glomerulosclerosis	12
focal segmental glomerulosclerosis 1	0
focal segmental glomerulosclerosis 2	0
focal segmental glomerulosclerosis 5	0
focal segmental glomerulosclerosis 6	0
focal segmental glomerulosclerosis 7	0
focal segmental glomerulosclerosis 8	0
focal segmental glomerulosclerosis 9	0
folic acid deficiency anemia	0
follicular basal cell carcinoma	0
follicular dendritic cell sarcoma	0
follicular infundibulum tumor	0
follicular lymphoma	3
follicular mucinosis	0
folliculitis	0
foodborne botulism	0
form agnosia	0
formaldehyde allergic contact dermatitis	0
foster-kennedy syndrome	0
fourth cranial nerve palsy	0
fox-fordyce disease	0
fragile x syndrome	1
fragile x-associated tremor/ataxia syndrome	0
fraser syndrome	3
frasier syndrome	1
freemartinism	0
frey syndrome	0
friedreich ataxia	2
froelich syndrome	0
frontal convexity meningioma	0
frontal lobe epilepsy	3
frontal lobe neoplasm	0
frontal sinus cancer	0
frontal sinus inverted papilloma	0
frontal sinus schneiderian papilloma	0
frontal sinus squamous cell carcinoma	0
frozen shoulder	0
fructose-1,6-bisphosphatase deficiency	2
ftdals1	0
ftdals2	0
ftdals3	0
ftdals4	0
fuchs\' endothelial dystrophy	0
fuchs\' heterochromic uveitis	0
fucosidosis	1
fuhrmann syndrome	1
fukuyama congenital muscular dystrophy	0
functional colonic disease	0
functional diarrhea	0
functionless pituitary adenoma	0
fundus albipunctatus	2
fungal esophagitis	0
fungal gastritis	0
funisitis	0
fusariosis	0
gaba aminotransferase deficiency	0
gait apraxia	0
galactokinase deficiency	2
gall bladder carcinoma in situ	0
gallamine allergy	0
gallbladder adenoma	0
gallbladder angiosarcoma	0
gallbladder leiomyoma	0
gallbladder leiomyosarcoma	0
gallbladder lipoma	0
gallbladder lymphoma	0
gallbladder melanoma	0
gallbladder mucinous carcinoma	0
gallbladder papillary carcinoma	0
gallbladder papillomatosis	0
gallbladder pleomorphic giant cell adenocarcinoma	0
gallbladder rhabdomyosarcoma	0
gallbladder signet ring cell adenocarcinoma	0
gallbladder small cell carcinoma	0
gallbladder squamous cell carcinoma	0
galloway-mowat syndrome 2	0
galloway-mowat syndrome 3	0
galloway-mowat syndrome 4	0
galloway-mowat syndrome 5	0
gamma chain deficiency	0
gamma heavy chain disease	0
gamstorp-wohlfart syndrome	0
gangliocytoma	1
ganglioglioma	0
ganglion or cyst of synovium/tendon/bursa	0
ganglioneuroma	0
gangliosidosis gm1	1
gas gangrene	0
gasserian ganglion meningioma	0
gastric adenosquamous carcinoma	0
gastric antral vascular ectasia	0
gastric body carcinoma	0
gastric cardia adenocarcinoma	0
gastric cardia carcinoma	0
gastric dilatation	0
gastric fundus cancer	0
gastric fundus carcinoma	0
gastric gastrinoma	0
gastric hemangioma	0
gastric leiomyoma	0
gastric leiomyosarcoma	0
gastric liposarcoma	0
gastric lymphoma	0
gastric mucosal hypertrophy	0
gastric neuroendocrine neoplasm	0
gastric papillary adenocarcinoma	0
gastric pylorus carcinoma	0
gastric signet ring cell adenocarcinoma	0
gastric small cell carcinoma	0
gastric squamous cell carcinoma	0
gastric teratoma	0
gastric tubular adenocarcinoma	0
gastric ulcer	0
gastrin secretion abnormality	0
gastroduodenal crohn\'s disease	0
gastroduodenitis	0
gastroesophageal junction adenocarcinoma	0
gastroesophageal reflux disease	1
gastrointestinal adenoma	0
gastrointestinal carcinoma	0
gastrointestinal lymphoma	0
gastrointestinal neuroendocrine tumor	0
gastrointestinal stromal tumor	4
gastrointestinal tularemia	0
gastrojejunal ulcer	0
gastroparesis	0
gastroschisis	0
gaucher\'s disease perinatal lethal	0
gaucher\'s disease type i	0
gaucher\'s disease type ii	0
gaucher\'s disease type iii	0
gelatinous drop-like corneal dystrophy	1
gemistocytic astrocytoma	0
generalized anxiety disorder	0
generalized atherosclerosis	0
generalized epilepsy with febrile seizures plus	5
geniculate ganglionitis	0
geniculate herpes zoster	0
genital herpes	0
geographic tongue	0
geotrichosis	0
germinoma	0
gerstmann syndrome	0
gerstmann-straussler-scheinker syndrome	0
gestational diabetes	1
gestational ovarian choriocarcinoma	0
gestational trophoblastic neoplasm	0
gestational uterine corpus choriocarcinoma	0
giant axonal neuropathy 1	1
giant axonal neuropathy 2	0
giant cell glioblastoma	0
giant cell reparative granuloma	0
giant hemangioma	0
giant papillary conjunctivitis	0
giardiasis	1
gilbert syndrome	2
gilles de la tourette syndrome	3
gingival fibromatosis 5	0
gingival hypertrophy	1
gingival recession	0
gitelman syndrome	1
glanders	0
glandular cystitis	0
glandular pattern ovarian yolk sac tumor	0
glandular tularemia	0
glandular-alveolar pattern testicular yolk sac tumor	0
glans penis cancer	0
glanzmann\'s thrombasthenia	0
glassy cell variant cervical adenosquamous carcinoma	0
glaucomatocyclitic crisis	0
glaucomatous atrophy of optic disc	0
glioblastoma classical subtype	0
glioblastoma mesenchymal subtype	0
glioblastoma neural subtype	0
glioblastoma proneural subtype	0
gliofibroma	0
gliomatosis cerebri	0
gliosarcoma	0
globozoospermia	0
glomangiomatosis	0
glomangiomyoma	0
glomangiosarcoma	0
glomeruloid hemangioma	0
glossopharyngeal motor neuropathy	0
glossopharyngeal nerve neoplasm	0
glossopharyngeal nerve paralysis	0
glossopharyngeal neuralgia	0
glottis cancer	0
glottis neoplasm	0
glottis verrucous carcinoma	0
glucocorticoid-induced osteoporosis	0
glucocorticoid-remediable aldosteronism	1
glucose intolerance	4
gluten allergy	0
glycerol kinase deficiency	1
glycine encephalopathy	3
glycine n-methyltransferase deficiency	1
glycogen storage disease i	0
glycogen storage disease ii	1
glycogen storage disease iii	0
glycogen storage disease iv	1
glycogen storage disease ixa	0
glycogen storage disease ixb	0
glycogen storage disease ixc	1
glycogen storage disease ixd	0
glycogen storage disease v	0
glycogen storage disease vi	1
glycogen storage disease vii	1
glycogen storage disease viii	0
glycogen storage disease xv	2
glycogen-rich clear cell breast carcinoma	0
glycoproteinosis	0
gnathomiasis	0
goat milk allergy	0
goldberg-shprintzen syndrome	0
goldenhar syndrome	0
gonococcal bursitis	0
gonococcal endophthalmia	0
gonococcal iridocyclitis	0
gonococcal keratitis	0
gonococcal spondylitis	0
gonococcal synovitis	0
gonorrhea	0
good syndrome	0
goodpasture syndrome	1
gorham\'s disease	0
gout	5
grade iii astrocytoma	0
granular cell carcinoma	0
granular cell leiomyosarcoma	0
granular cell tumor	0
granular corneal dystrophy type ii	0
granuloma annulare	0
granulomatous amebic encephalitis	0
granulomatous angiitis	0
granulomatous dermatitis	0
granulomatous endometritis	0
granulomatous gastritis	0
granulomatous hepatitis	0
granulomatous myositis	0
granulomatous orchitis	0
graves\' disease	11
gray platelet syndrome	1
gray zone lymphoma	0
greig cephalopolysyndactyly syndrome	1
grid2-related spinocerebellar ataxia	0
griscelli syndrome type 1	1
griscelli syndrome type 2	1
griscelli syndrome type 3	2
grn-related frontotemporal lobar degeneration with tdp43 inclusions	0
growth hormone secreting pituitary adenoma	2
guanidinoacetate methyltransferase deficiency	1
gummatous syphilis	0
gynatresia	0
gynecomastia	5
gyrate atrophy	1
haemonchiasis	0
haemophilus meningitis	0
hailey-hailey disease	1
hairy tongue	0
hajdu-cheney syndrome	1
hallermann-streiff syndrome	1
hallucinogen abuse	0
hand dermatosis	0
hand, foot and mouth disease	1
hand-foot-genital syndrome	1
hantavirus pulmonary syndrome	0
hard palate cancer	0
hartnup disease	0
haverhill fever	0
hcl-v	0
head and neck carcinoma	0
head and neck squamous cell carcinoma	0
heart fibrosarcoma	0
heart leiomyosarcoma	0
heart lymphoma	0
heart malignant hemangiopericytoma	0
heel spur	0
hellp syndrome	1
helsmoortel-van der aa syndrome	0
hemangioma of liver	0
hemangioma of lung	0
hemangioma of orbit	0
hemangioma of peripheral nerve	0
hemangioma of spleen	0
hemangioma of subcutaneous tissue	0
hemarthrosis	2
hematocele of tunica vaginalis testis	0
hemidystonia	0
hemochromatosis type 1	0
hemochromatosis type 2a	1
hemochromatosis type 2b	1
hemochromatosis type 3	1
hemochromatosis type 4	1
hemochromatosis type 5	0
hemoglobin c disease	0
hemoglobin d disease	0
hemoglobin e disease	0
hemoglobin h disease	1
hemolytic-uremic syndrome	9
hemometra	0
hemopericardium	0
hemophagocytic lymphohistiocytosis	7
hemophilia b	1
hemopneumothorax	0
hemorrhagic cystitis	0
hemosiderosis	1
hennekam syndrome	0
henoch-schoenlein purpura	0
hepatic angiomyolipoma	0
hepatic coma	0
hepatic flexure cancer	0
hepatic infarction	0
hepatic osteogenic sarcoma	0
hepatic tuberculosis	0
hepatic veno-occlusive disease	0
hepatitis a	3
hepatitis b	17
hepatitis c	40
hepatitis d	0
hepatitis e	0
hepatobiliary benign neoplasm	0
hepatocellular adenoma	0
